"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss"
"1","numerals-chic1273-1-one-1","numerals-chic1273-1","Chan2019","one",1,"ʔŋɡo¹³","nggo13","","false",NA,NA,NA
"2","numerals-chic1273-1-two-1","numerals-chic1273-1","Chan2019","two",2,"wːi¹³","wi13","","false",NA,NA,NA
"3","numerals-chic1273-1-three-1","numerals-chic1273-1","Chan2019","three",3,"wa¹ʔnɯ̃³","wa1nw3","","false",NA,NA,NA
"4","numerals-chic1273-1-four-1","numerals-chic1273-1","Chan2019","four",4,"ɡã²ʔã³","ga2a3","","false",NA,NA,NA
"5","numerals-chic1273-1-five-1","numerals-chic1273-1","Chan2019","five",5,"ũ¹ʔũ³ʰ","u1u3h","","false",NA,NA,NA
"6","numerals-chic1273-1-six-1","numerals-chic1273-1","Chan2019","six",6,"wa³tã³ʔ","wa3ta3","","false",NA,NA,NA
"7","numerals-chic1273-1-seven-1","numerals-chic1273-1","Chan2019","seven",7,"t͡ʃi²h","tsi2h","","false",NA,NA,NA
"8","numerals-chic1273-1-eight-1","numerals-chic1273-1","Chan2019","eight",8,"tɯ̃²h","tw2h","","false",NA,NA,NA
"9","numerals-chic1273-1-nine-1","numerals-chic1273-1","Chan2019","nine",9,"ʔɯ̃²ᵑ","w2","","false",NA,NA,NA
"10","numerals-chic1273-1-ten-1","numerals-chic1273-1","Chan2019","ten",10,"t͡ʃi²ʔ","tsi2","","false",NA,NA,NA
"11","numerals-chic1273-1-eleven-1","numerals-chic1273-1","Chan2019","eleven",11,"ʃã¹","sa1","","false",NA,NA,NA
"12","numerals-chic1273-1-twelve-1","numerals-chic1273-1","Chan2019","twelve",12,"ʃu³wi²h","su3wi2h","","false",NA,NA,NA
"13","numerals-chic1273-1-thirteen-1","numerals-chic1273-1","Chan2019","thirteen",13,"ʃa³ʔnɯː³h","sa3nw3h","","false",NA,NA,NA
"14","numerals-chic1273-1-fourteen-1","numerals-chic1273-1","Chan2019","fourteen",14,"ʃi³ɡã¹ʔã³h","si3ga1a3h","","false",NA,NA,NA
"15","numerals-chic1273-1-fifteen-1","numerals-chic1273-1","Chan2019","fifteen",15,"ʃi³nũ³ʔ","si3nu3","","false",NA,NA,NA
"16","numerals-chic1273-1-sixteen-1","numerals-chic1273-1","Chan2019","sixteen",16,"ʃi³nũ³ʔ ɲã²","si3nu3na2","( 15 + 1 )","false",NA,NA,NA
"17","numerals-chic1273-1-seventeen-1","numerals-chic1273-1","Chan2019","seventeen",17,"ʃi³nũ³ʔ wːi¹³","si3nu3wi13","( 15 + 2 )","false",NA,NA,NA
"18","numerals-chic1273-1-eighteen-1","numerals-chic1273-1","Chan2019","eighteen",18,"ʃi³nũ³ʔ wa¹ʔnɯ̃³","si3nu3wa1nw3","( 15 + 3 )","false",NA,NA,NA
"19","numerals-chic1273-1-nineteen-1","numerals-chic1273-1","Chan2019","nineteen",19,"ʃi³nũ³ʔɡã²ʔã³","si3nu3ga2a3","( 15 + 4 )","false",NA,NA,NA
"20","numerals-chic1273-1-twenty-1","numerals-chic1273-1","Chan2019","twenty",20,"ko²","ko2","","false",NA,NA,NA
"21","numerals-chic1273-1-twentyone-1","numerals-chic1273-1","Chan2019","twentyone",21,"ko² ɲã²","ko2na2","","false",NA,NA,NA
"22","numerals-chic1273-1-twentytwo-1","numerals-chic1273-1","Chan2019","twentytwo",22,"ko² wːi¹³","ko2wi13","","false",NA,NA,NA
"23","numerals-chic1273-1-twentythree-1","numerals-chic1273-1","Chan2019","twentythree",23,"ko² wa¹ʔnɯ̃³","ko2wa1nw3","","false",NA,NA,NA
"24","numerals-chic1273-1-twentyfour-1","numerals-chic1273-1","Chan2019","twentyfour",24,"ko² ɡã²ʔã³","ko2ga2a3","","false",NA,NA,NA
"25","numerals-chic1273-1-twentyfive-1","numerals-chic1273-1","Chan2019","twentyfive",25,"ko² ũ¹ʔ","ko2u1","","false",NA,NA,NA
"26","numerals-chic1273-1-twentysix-1","numerals-chic1273-1","Chan2019","twentysix",26,"ko² wa³tã³ʔ","ko2wa3ta3","","false",NA,NA,NA
"27","numerals-chic1273-1-twentyseven-1","numerals-chic1273-1","Chan2019","twentyseven",27,"ko² t͡ʃi²h","ko2tsi2h","","false",NA,NA,NA
"28","numerals-chic1273-1-twentyeight-1","numerals-chic1273-1","Chan2019","twentyeight",28,"ko² tɯ̃²h","ko2tw2h","","false",NA,NA,NA
"29","numerals-chic1273-1-twentynine-1","numerals-chic1273-1","Chan2019","twentynine",29,"ko² ʔɯ̃²ᵑ","ko2w2","","false",NA,NA,NA
"30","numerals-chic1273-1-thirty-1","numerals-chic1273-1","Chan2019","thirty",30,"ko² t͡ʃi²ʔ","ko2tsi2","","false",NA,NA,NA
"31","numerals-chic1273-1-forty-1","numerals-chic1273-1","Chan2019","forty",40,"wːi¹³h ʃia³","wi13hsia3","( 2 x 20  )","false",NA,NA,NA
"32","numerals-chic1273-1-fifty-1","numerals-chic1273-1","Chan2019","fifty",50,"wːi¹³h ʃia³ t͡ʃi²ʔ","wi13hsia3tsi2","","false",NA,NA,NA
"33","numerals-chic1273-1-sixty-1","numerals-chic1273-1","Chan2019","sixty",60,"wa¹ʔnɯ̃³h ʃi³a³","wa1nw3hsi3a3","( 3 x 20  )","false",NA,NA,NA
"34","numerals-chic1273-1-seventy-1","numerals-chic1273-1","Chan2019","seventy",70,"wa1ʔnɯ̃3hʃia3 t͡ʃi2ʔ","wa1nw3hsia3tsi2","( 3 x 20 + 10)","false",NA,NA,NA
"35","numerals-chic1273-1-eighty-1","numerals-chic1273-1","Chan2019","eighty",80,"ɡã²ʔã³ ʃia³","ga2a3sia3","( 4 x 20  )","false",NA,NA,NA
"36","numerals-chic1273-1-ninety-1","numerals-chic1273-1","Chan2019","ninety",90,"ɡã²ʔã³ ʃia³ t͡ʃi²ʔ","ga2a3sia3tsi2","","false",NA,NA,NA
"37","numerals-chic1273-1-hundred-1","numerals-chic1273-1","Chan2019","hundred",100,"(ʔŋɡo¹³ ) sʲɛn̪tu³","nggo13sjentu3","( < Spanish 'ciento' )","true",NA,NA,NA
"38","numerals-chic1273-1-twohundred-1","numerals-chic1273-1","Chan2019","twohundred",200,"wːi¹³h sʲɛn̪tu³","wi13hsjentu3","","false",NA,NA,NA
"39","numerals-chic1273-1-thousand-1","numerals-chic1273-1","Chan2019","thousand",1000,"mĩ⁴","mi4","( < Spanish 'mil')","true",NA,NA,NA
"40","numerals-chic1273-1-twothousand-1","numerals-chic1273-1","Chan2019","twothousand",2000,"wːi¹³h mĩ⁴","wi13hmi4","","false",NA,NA,NA
