"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss"
"1","numerals-metl1238-1-one-1","numerals-metl1238-1","Chan2019","one",1,"ĩː","i","","false",NA,NA,NA
"2","numerals-metl1238-1-two-1","numerals-metl1238-1","Chan2019","two",2,"ùvì","uvi","","false",NA,NA,NA
"3","numerals-metl1238-1-three-1","numerals-metl1238-1","Chan2019","three",3,"ùnì","uni","","false",NA,NA,NA
"4","numerals-metl1238-1-four-1","numerals-metl1238-1","Chan2019","four",4,"kùmí","kumi","","false",NA,NA,NA
"5","numerals-metl1238-1-five-1","numerals-metl1238-1","Chan2019","five",5,"ũ̀ʔũ̀","uu","","false",NA,NA,NA
"6","numerals-metl1238-1-six-1","numerals-metl1238-1","Chan2019","six",6,"ìɲù","inu","","false",NA,NA,NA
"7","numerals-metl1238-1-seven-1","numerals-metl1238-1","Chan2019","seven",7,"ùxà","uxa","","false",NA,NA,NA
"8","numerals-metl1238-1-seven-2","numerals-metl1238-1","Chan2019","seven",7,"ùhà","uha","","false",NA,NA,NA
"9","numerals-metl1238-1-eight-1","numerals-metl1238-1","Chan2019","eight",8,"ùnà","una","","false",NA,NA,NA
"10","numerals-metl1238-1-nine-1","numerals-metl1238-1","Chan2019","nine",9,"ĩĩ̀","ii","","false",NA,NA,NA
"11","numerals-metl1238-1-ten-1","numerals-metl1238-1","Chan2019","ten",10,"ùhì","uhi","","false",NA,NA,NA
"12","numerals-metl1238-1-eleven-1","numerals-metl1238-1","Chan2019","eleven",11,"ùhì ĩː","uhii","","false",NA,NA,NA
"13","numerals-metl1238-1-twelve-1","numerals-metl1238-1","Chan2019","twelve",12,"ùhì ùvì","uhiuvi","","false",NA,NA,NA
"14","numerals-metl1238-1-thirteen-1","numerals-metl1238-1","Chan2019","thirteen",13,"ùhì ùnì","uhiuni","","false",NA,NA,NA
"15","numerals-metl1238-1-fourteen-1","numerals-metl1238-1","Chan2019","fourteen",14,"ùhì kùmí","uhikumi","","false",NA,NA,NA
"16","numerals-metl1238-1-fifteen-1","numerals-metl1238-1","Chan2019","fifteen",15,"hàʔũ̀","hau","","false",NA,NA,NA
"17","numerals-metl1238-1-sixteen-1","numerals-metl1238-1","Chan2019","sixteen",16,"hàʔu ĩː","haui","( 15 + 1 )","false",NA,NA,NA
"18","numerals-metl1238-1-seventeen-1","numerals-metl1238-1","Chan2019","seventeen",17,"hàʔu ùvì","hauuvi","( 15 + 2 )","false",NA,NA,NA
"19","numerals-metl1238-1-eighteen-1","numerals-metl1238-1","Chan2019","eighteen",18,"hàʔu ùnì","hauuni","( 15 + 3 )","false",NA,NA,NA
"20","numerals-metl1238-1-nineteen-1","numerals-metl1238-1","Chan2019","nineteen",19,"hàʔu kùmí","haukumi","( 15 + 4 )","false",NA,NA,NA
"21","numerals-metl1238-1-twenty-1","numerals-metl1238-1","Chan2019","twenty",20,"òkò","oko","","false",NA,NA,NA
"22","numerals-metl1238-1-twentyone-1","numerals-metl1238-1","Chan2019","twentyone",21,"òkò ĩː","okoi","","false",NA,NA,NA
"23","numerals-metl1238-1-twentytwo-1","numerals-metl1238-1","Chan2019","twentytwo",22,"òkò ùvì","okouvi","","false",NA,NA,NA
"24","numerals-metl1238-1-twentythree-1","numerals-metl1238-1","Chan2019","twentythree",23,"òkò ùnì","okouni","","false",NA,NA,NA
"25","numerals-metl1238-1-twentyfour-1","numerals-metl1238-1","Chan2019","twentyfour",24,"òkò kùmí","okokumi","","false",NA,NA,NA
"26","numerals-metl1238-1-twentyfive-1","numerals-metl1238-1","Chan2019","twentyfive",25,"òkò ũ̀ʔũ̀","okouu","","false",NA,NA,NA
"27","numerals-metl1238-1-twentysix-1","numerals-metl1238-1","Chan2019","twentysix",26,"òkò ìɲù","okoinu","","false",NA,NA,NA
"28","numerals-metl1238-1-twentyseven-1","numerals-metl1238-1","Chan2019","twentyseven",27,"òkò ùhà","okouha","","false",NA,NA,NA
"29","numerals-metl1238-1-twentyeight-1","numerals-metl1238-1","Chan2019","twentyeight",28,"òkò ùnà","okouna","","false",NA,NA,NA
"30","numerals-metl1238-1-twentynine-1","numerals-metl1238-1","Chan2019","twentynine",29,"òkò ĩĩ̀","okoii","","false",NA,NA,NA
"31","numerals-metl1238-1-thirty-1","numerals-metl1238-1","Chan2019","thirty",30,"òkò ùhì","okouhi","","false",NA,NA,NA
"32","numerals-metl1238-1-forty-1","numerals-metl1238-1","Chan2019","forty",40,"ùvì hìko","uvihiko","( 2 x 20 )","false",NA,NA,NA
"33","numerals-metl1238-1-fifty-1","numerals-metl1238-1","Chan2019","fifty",50,"ùvì hìko hì","uvihikohi","","false",NA,NA,NA
"34","numerals-metl1238-1-sixty-1","numerals-metl1238-1","Chan2019","sixty",60,"ùnì hìko","unihiko","( 3 x 20 )","false",NA,NA,NA
"35","numerals-metl1238-1-seventy-1","numerals-metl1238-1","Chan2019","seventy",70,"ùnì hìko hì","unihikohi","","false",NA,NA,NA
"36","numerals-metl1238-1-eighty-1","numerals-metl1238-1","Chan2019","eighty",80,"kùmí hìko","kumihiko","( 4 x 20 )","false",NA,NA,NA
"37","numerals-metl1238-1-ninety-1","numerals-metl1238-1","Chan2019","ninety",90,"kùmí hìko hì","kumihikohi","","false",NA,NA,NA
"38","numerals-metl1238-1-hundred-1","numerals-metl1238-1","Chan2019","hundred",100,"síendo","siendo","( síendo < Spanish )","true",NA,NA,NA
"39","numerals-metl1238-1-twohundred-1","numerals-metl1238-1","Chan2019","twohundred",200,"ùvì síendó","uvisiendo","","false",NA,NA,NA
"40","numerals-metl1238-1-thousand-1","numerals-metl1238-1","Chan2019","thousand",1000,"mílĩ","mili","( mílĩ < Spanish )","true",NA,NA,NA
"41","numerals-metl1238-1-twothousand-1","numerals-metl1238-1","Chan2019","twothousand",2000,"ùvì mílĩ","uvimili","","false",NA,NA,NA
