"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss"
"1","numerals-krim1238-1-one-1","numerals-krim1238-1","Chan2019","one",1,"yìmo̠","yimo","( o̠ = French ''au'' in ''aube'')","false",NA,NA,NA
"2","numerals-krim1238-1-two-1","numerals-krim1238-1","Chan2019","two",2,"yìɣɪn","yigin","","false",NA,NA,NA
"3","numerals-krim1238-1-three-1","numerals-krim1238-1","Chan2019","three",3,"yìɣa","yiga","","false",NA,NA,NA
"4","numerals-krim1238-1-four-1","numerals-krim1238-1","Chan2019","four",4,"yìhǐo̠n","yihion","","false",NA,NA,NA
"5","numerals-krim1238-1-five-1","numerals-krim1238-1","Chan2019","five",5,"yìwɛn","yiwen","","false",NA,NA,NA
"6","numerals-krim1238-1-six-1","numerals-krim1238-1","Chan2019","six",6,"nwɛn-mo̠","nwenmo","( 5 + 1 )","false",NA,NA,NA
"7","numerals-krim1238-1-seven-1","numerals-krim1238-1","Chan2019","seven",7,"nwɛn-ɣɪn","nwengin","( 5 + 2 )","false",NA,NA,NA
"8","numerals-krim1238-1-eight-1","numerals-krim1238-1","Chan2019","eight",8,"nwɛn-ɣa","nwenga","( 5 + 3 )","false",NA,NA,NA
"9","numerals-krim1238-1-nine-1","numerals-krim1238-1","Chan2019","nine",9,"nwɛn-hǐo̠n","nwenhion","( 5 + 4 )","false",NA,NA,NA
"10","numerals-krim1238-1-ten-1","numerals-krim1238-1","Chan2019","ten",10,"wāŋ","wang","","false",NA,NA,NA
"11","numerals-krim1238-1-eleven-1","numerals-krim1238-1","Chan2019","eleven",11,"wāŋ nɛ̀ mo̠","wangnemo","","false",NA,NA,NA
"12","numerals-krim1238-1-twelve-1","numerals-krim1238-1","Chan2019","twelve",12,"wāŋ nɛ̀ ɣɪn","wangnegin","?","false",NA,NA,NA
"13","numerals-krim1238-1-thirteen-1","numerals-krim1238-1","Chan2019","thirteen",13,"wāŋ nɛ̀ ɣa","wangnega","?","false",NA,NA,NA
"14","numerals-krim1238-1-fourteen-1","numerals-krim1238-1","Chan2019","fourteen",14,"wāŋ nɛ̀ hǐo̠n","wangnehion","?","false",NA,NA,NA
"15","numerals-krim1238-1-fifteen-1","numerals-krim1238-1","Chan2019","fifteen",15,"wāŋ nɛ̀ nwɛn","wangnenwen","","false",NA,NA,NA
"16","numerals-krim1238-1-sixteen-1","numerals-krim1238-1","Chan2019","sixteen",16,"wāŋ nɛ̀ nwɛn-mo̠","wangnenwenmo","?","false",NA,NA,NA
"17","numerals-krim1238-1-seventeen-1","numerals-krim1238-1","Chan2019","seventeen",17,"wāŋ nɛ̀ nwɛn-ɣɪn","wangnenwengin","?","false",NA,NA,NA
"18","numerals-krim1238-1-eighteen-1","numerals-krim1238-1","Chan2019","eighteen",18,"wāŋ nɛ̀ nwɛn-ɣa","wangnenwenga","?","false",NA,NA,NA
"19","numerals-krim1238-1-nineteen-1","numerals-krim1238-1","Chan2019","nineteen",19,"wāŋ nɛ̀ nwɛn-hǐo̠n","wangnenwenhion","?","false",NA,NA,NA
"20","numerals-krim1238-1-twenty-1","numerals-krim1238-1","Chan2019","twenty",20,"yìpia no̠","yipiano","","false",NA,NA,NA
"21","numerals-krim1238-1-twentyone-1","numerals-krim1238-1","Chan2019","twentyone",21,"yìpia no̠ nɛ̀ mo̠","yipianonemo","","false",NA,NA,NA
"22","numerals-krim1238-1-thirty-1","numerals-krim1238-1","Chan2019","thirty",30,"yìpia no̠ nɛ̀ wāŋ","yipianonewang","( 20 + 10 )","false",NA,NA,NA
"23","numerals-krim1238-1-forty-1","numerals-krim1238-1","Chan2019","forty",40,"yìpia 'nin àɣɪn","yipianinagin","( 20 x  2 )","false",NA,NA,NA
"24","numerals-krim1238-1-fifty-1","numerals-krim1238-1","Chan2019","fifty",50,"yìpia 'nin àɣɪn nɛ̀ nɛ̀ wāŋ","yipianinaginnenewang","","false",NA,NA,NA
