,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-char1269-1-one-1,numerals-char1269-1,Chan2019,one,1,ʔissa,issa,,false,1,,
2,numerals-char1269-1-two-1,numerals-char1269-1,Chan2019,two,2,nanta,nanta,,false,2,,
3,numerals-char1269-1-three-1,numerals-char1269-1,Chan2019,three,3,keːza,keza,,false,3,,
4,numerals-char1269-1-four-1,numerals-char1269-1,Chan2019,four,4,obda,obda,,false,4,,
5,numerals-char1269-1-five-1,numerals-char1269-1,Chan2019,five,5,učča,ucca,,false,5,,
6,numerals-char1269-1-six-1,numerals-char1269-1,Chan2019,six,6,sapma,sapma,,false,6,,
7,numerals-char1269-1-seven-1,numerals-char1269-1,Chan2019,seven,7,lapma,lapma,,false,7,,
8,numerals-char1269-1-eight-1,numerals-char1269-1,Chan2019,eight,8,nandirsa,nandirsa,,false,8,,
9,numerals-char1269-1-nine-1,numerals-char1269-1,Chan2019,nine,9,bíža,biza,,false,9,,
10,numerals-char1269-1-ten-1,numerals-char1269-1,Chan2019,ten,10,tansá,tansa,,false,10,,
11,numerals-char1269-1-eleven-1,numerals-char1269-1,Chan2019,eleven,11,tansá ʔissa,tansa issa,,false,10+1,,
12,numerals-char1269-1-twelve-1,numerals-char1269-1,Chan2019,twelve,12,tansá nanta,tansananta,,false,10+2,,
13,numerals-char1269-1-thirteen-1,numerals-char1269-1,Chan2019,thirteen,13,tansá keːza,tansakeza,,false,10+3,,
14,numerals-char1269-1-fourteen-1,numerals-char1269-1,Chan2019,fourteen,14,tansá obda,tansaobda,,false,10+4,,
15,numerals-char1269-1-fifteen-1,numerals-char1269-1,Chan2019,fifteen,15,tansá učča,tansaucca,,false,10+5,,
16,numerals-char1269-1-sixteen-1,numerals-char1269-1,Chan2019,sixteen,16,tansá sapma,tansasapma,,false,10+6,,
17,numerals-char1269-1-seventeen-1,numerals-char1269-1,Chan2019,seventeen,17,tansá lapma,tansalapma,,false,10+7,,
18,numerals-char1269-1-eighteen-1,numerals-char1269-1,Chan2019,eighteen,18,tansá nandirsa,tansanandirsa,,false,10+8,,
19,numerals-char1269-1-nineteen-1,numerals-char1269-1,Chan2019,nineteen,19,tansá bíža,tansabiza,,false,10+9,,
20,numerals-char1269-1-twenty-1,numerals-char1269-1,Chan2019,twenty,20,nantansá,nantansa,,false,2⋅10,,
21,numerals-char1269-1-twentyone-1,numerals-char1269-1,Chan2019,twentyone,21,nantansá ʔíssa,nantansaissa,,false,(2⋅10)+1,,
22,numerals-char1269-1-twentytwo-1,numerals-char1269-1,Chan2019,twentytwo,22,nantansá nanta,nantansananta,,false,(2⋅10)+2,,
23,numerals-char1269-1-twentythree-1,numerals-char1269-1,Chan2019,twentythree,23,nantansá keːza,nantansakeza,,false,(2⋅10)+3,,
24,numerals-char1269-1-twentyfour-1,numerals-char1269-1,Chan2019,twentyfour,24,nantansá obda,nantansaobda,,false,(2⋅10)+4,,
25,numerals-char1269-1-twentyfive-1,numerals-char1269-1,Chan2019,twentyfive,25,nantansá učča,nantansaucca,,false,(2⋅10)+5,,
26,numerals-char1269-1-twentysix-1,numerals-char1269-1,Chan2019,twentysix,26,nantansá sapma,nantansasapma,,false,(2⋅10)+6,,
27,numerals-char1269-1-twentyseven-1,numerals-char1269-1,Chan2019,twentyseven,27,nantansá lapma,nantansalapma,,false,(2⋅10)+7,,
28,numerals-char1269-1-twentyeight-1,numerals-char1269-1,Chan2019,twentyeight,28,nantansá nandirsa,nantansanandirsa,,false,(2⋅10)+8,,
29,numerals-char1269-1-twentynine-1,numerals-char1269-1,Chan2019,twentynine,29,nantansá bíža,nantansabiza,,false,(2⋅10)+9,,
30,numerals-char1269-1-thirty-1,numerals-char1269-1,Chan2019,thirty,30,keːztansá,keztansa,,false,3⋅10,,
31,numerals-char1269-1-forty-1,numerals-char1269-1,Chan2019,forty,40,obda tansá,obdatansa,,false,4⋅10,,
32,numerals-char1269-1-fifty-1,numerals-char1269-1,Chan2019,fifty,50,učča tansá,uccatansa,,false,5⋅10,,
33,numerals-char1269-1-sixty-1,numerals-char1269-1,Chan2019,sixty,60,sapma tansá,sapmatansa,,false,6⋅10,,
34,numerals-char1269-1-seventy-1,numerals-char1269-1,Chan2019,seventy,70,lapma tansá,lapmatansa,,false,7⋅10,,
35,numerals-char1269-1-eighty-1,numerals-char1269-1,Chan2019,eighty,80,nandirsa tansá,nandirsatansa,,false,8⋅10,,
36,numerals-char1269-1-ninety-1,numerals-char1269-1,Chan2019,ninety,90,bíža tansá,bizatansa,,false,9⋅10,,
37,numerals-char1269-1-hundred-1,numerals-char1269-1,Chan2019,hundred,100,sʼeːta,seta,,false,100,,
38,numerals-char1269-1-twohundred-1,numerals-char1269-1,Chan2019,twohundred,200,nanta sʼeːta,nantaseta,,false,2⋅100,,
39,numerals-char1269-1-thousand-1,numerals-char1269-1,Chan2019,thousand,1000,ʔíssa šaʔa,issasaa,,false,1⋅1000,,
40,numerals-char1269-1-twothousand-1,numerals-char1269-1,Chan2019,twothousand,2000,nante šaʔa,nantesaa,,false,2⋅1000,,
