"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"sang1331-1","sang1331-1-1-1",1,"kámó","kámó","1",NA,NA
"sang1331-1","sang1331-1-2-1",2,"túβìɾì","túβìɾì","{CL}2",NA,NA
"sang1331-1","sang1331-1-3-1",3,"túsàtù","túsàtù","{CL}3",NA,NA
"sang1331-1","sang1331-1-4-1",4,"túná","túná","{CL}4",NA,NA
"sang1331-1","sang1331-1-5-1",5,"tútáːnò","tútáːnò","{CL}5","5",NA
"sang1331-1","sang1331-1-6-1",6,"múkáːkà","múkáːkà","{CL’}6",NA,NA
"sang1331-1","sang1331-1-7-1",7,"músáːmvù","músáːmvù","{CL’}7","{CL’}5+2",NA
"sang1331-1","sang1331-1-8-1",8,"múnáːnè","múnáːnè","{CL’}4+4’","x4","mu - class marker? na = reduplicator"
"sang1331-1","sang1331-1-9-1",9,"ʃêːndà","ʃêːndà","9",NA,NA
"sang1331-1","sang1331-1-10-1",10,"díːkùmí","díːkùmí","{CL'}10",NA,NA
"sang1331-1","sang1331-1-11-1",11,"díːkùmí né kámó","díːkùmí né kámó","{CL’}10+{and}1",NA,NA
"sang1331-1","sang1331-1-12-1",12,"díːkùmí né túβìɾì","díːkùmí né túβìɾì","{CL’}10+{and}{CL}2",NA,NA
"sang1331-1","sang1331-1-13-1",13,"díːkùmí né túsàtù","díːkùmí né túsàtù","{CL’}10+{and}{CL}3",NA,NA
"sang1331-1","sang1331-1-14-1",14,"díːkùmí né túná","díːkùmí né túná","{CL’}10+{and}{CL}4",NA,NA
"sang1331-1","sang1331-1-15-1",15,"díːkùmí né tútáːnò","díːkùmí né tútáːnò","{CL’}10+{and}{CL}5",NA,NA
"sang1331-1","sang1331-1-16-1",16,"díːkùmí né múkáːkà","díːkùmí né múkáːkà","{CL’}10+{and}{CL’}6",NA,NA
"sang1331-1","sang1331-1-17-1",17,"díːkùmí né músáːmvù","díːkùmí né músáːmvù","{CL’}10+{and}{CL’}7",NA,NA
"sang1331-1","sang1331-1-18-1",18,"díːkùmí né múnáːnè","díːkùmí né múnáːnè","{CL’}10+{and}{CL’}4+4’",NA,NA
"sang1331-1","sang1331-1-19-1",19,"díːkùmí né ʃêːndà","díːkùmí né ʃêːndà","{CL’}10+{and}9",NA,NA
"sang1331-1","sang1331-1-20-1",20,"mákùmí áβìɾì","mákùmí áβìɾì","{CL”}10·{CL""'}2",NA,NA
"sang1331-1","sang1331-1-21-1",21,"mákùmí áβìɾì né kámó","mákùmí áβìɾì né kámó",NA,NA,NA
"sang1331-1","sang1331-1-22-1",22,"mákùmí áβìɾì né túβìɾì","mákùmí áβìɾì né túβìɾì",NA,NA,NA
"sang1331-1","sang1331-1-23-1",23,"mákùmí áβìɾì né túsàtù","mákùmí áβìɾì né túsàtù",NA,NA,NA
"sang1331-1","sang1331-1-24-1",24,"mákùmí áβìɾì né túná","mákùmí áβìɾì né túná",NA,NA,NA
"sang1331-1","sang1331-1-25-1",25,"mákùmí áβìɾì né tútáːnò","mákùmí áβìɾì né tútáːnò",NA,NA,NA
"sang1331-1","sang1331-1-26-1",26,"mákùmí áβìɾì né múkáːkà","mákùmí áβìɾì né múkáːkà",NA,NA,NA
"sang1331-1","sang1331-1-27-1",27,"mákùmí áβìɾì né músáːmvù","mákùmí áβìɾì né músáːmvù",NA,NA,NA
"sang1331-1","sang1331-1-28-1",28,"mákùmí áβìɾì né múnáːnè","mákùmí áβìɾì né múnáːnè",NA,NA,NA
"sang1331-1","sang1331-1-29-1",29,"mákùmí áβìɾì né ʃêːndà","mákùmí áβìɾì né ʃêːndà",NA,NA,NA
"sang1331-1","sang1331-1-30-1",30,"mákùmí ásàtù","mákùmí ásàtù","{CL”}10·{CL""'}3",NA,NA
"sang1331-1","sang1331-1-40-1",40,"mákùmí áná","mákùmí áná","{CL”}10·{CL""'}4",NA,NA
"sang1331-1","sang1331-1-50-1",50,"mákùmí átáːno","mákùmí átáːno","{CL”}10·{CL""'}5",NA,NA
"sang1331-1","sang1331-1-60-1",60,"mákùmí múkáːka","mákùmí múkáːka","{CL”}10·{CL'}6",NA,NA
"sang1331-1","sang1331-1-70-1",70,"mákùmí músáːmvù","mákùmí músáːmvù","{CL”}10·{CL'}7",NA,NA
"sang1331-1","sang1331-1-80-1",80,"mákùmí múnáːnè","mákùmí múnáːnè","{CL”}10·{CL’}4+4'",NA,NA
"sang1331-1","sang1331-1-90-1",90,"mákùmí ʃêːndà","mákùmí ʃêːndà","{CL”}10·{CL’}9",NA,NA
"sang1331-1","sang1331-1-100-1",100,"míá","míá","100",NA,"( < Swahili )"
"sang1331-1","sang1331-1-200-1",200,"míá íβìɾì","míá íβìɾì","100·{CL””}2",NA,NA
"sang1331-1","sang1331-1-1000-1",1000,"élf","élf","1000",NA,"( < Swahili )"
