,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-bang1348-2-one-1,numerals-bang1348-2,Chan2019,one,1,win,win,,false,1,,
2,numerals-bang1348-2-two-1,numerals-bang1348-2,Chan2019,two,2,yob,yob,,false,2,,
3,numerals-bang1348-2-three-1,numerals-bang1348-2,Chan2019,three,3,taar,taar,,false,3,,
4,numerals-bang1348-2-four-1,numerals-bang1348-2,Chan2019,four,4,naar,naar,,false,4,,
5,numerals-bang1348-2-five-1,numerals-bang1348-2,Chan2019,five,5,nuŋ,nung,,false,5,,
6,numerals-bang1348-2-six-1,numerals-bang1348-2,Chan2019,six,6,nukɡun,nukgun,,false,6,,
7,numerals-bang1348-2-seven-1,numerals-bang1348-2,Chan2019,seven,7,niber,niber,,false,7,,
8,numerals-bang1348-2-eight-1,numerals-bang1348-2,Chan2019,eight,8,naarub,naarub,,false,8,,
9,numerals-bang1348-2-nine-1,numerals-bang1348-2,Chan2019,nine,9,teer,teer,,false,9,,
10,numerals-bang1348-2-ten-1,numerals-bang1348-2,Chan2019,ten,10,kwab,kwab,,false,10,,
11,numerals-bang1348-2-eleven-1,numerals-bang1348-2,Chan2019,eleven,11,kwab tʃilombo win,kwabtsilombowin,,false,10+1,CHECK = tsilombo,
12,numerals-bang1348-2-twelve-1,numerals-bang1348-2,Chan2019,twelve,12,kwab tʃilombo yob,kwabtsilomboyob,,false,10+2,,
13,numerals-bang1348-2-thirteen-1,numerals-bang1348-2,Chan2019,thirteen,13,kwab tʃilombo taar,kwabtsilombotaar,,false,10+3,,
14,numerals-bang1348-2-fourteen-1,numerals-bang1348-2,Chan2019,fourteen,14,kwab tʃilombo naar,kwabtsilombonaar,,false,10+4,,
15,numerals-bang1348-2-fifteen-1,numerals-bang1348-2,Chan2019,fifteen,15,kwab tʃilombo nuŋ,kwabtsilombonung,,false,10+5,,
16,numerals-bang1348-2-sixteen-1,numerals-bang1348-2,Chan2019,sixteen,16,kwab tʃilombo nukɡun,kwabtsilombonukgun,,false,10+6,,
17,numerals-bang1348-2-seventeen-1,numerals-bang1348-2,Chan2019,seventeen,17,kwab tʃilombo niber,kwabtsilomboniber,,false,10+7,,
18,numerals-bang1348-2-eighteen-1,numerals-bang1348-2,Chan2019,eighteen,18,kwab tʃilombo naarub,kwabtsilombonaarub,,false,10+8,,
19,numerals-bang1348-2-nineteen-1,numerals-bang1348-2,Chan2019,nineteen,19,kwab tʃilombo teer,kwabtsilomboteer,,false,10+9,,
20,numerals-bang1348-2-twenty-1,numerals-bang1348-2,Chan2019,twenty,20,kweni yob,kweniyob,,false,10·2,,
21,numerals-bang1348-2-twentyone-1,numerals-bang1348-2,Chan2019,twentyone,21,kweni yob tʃilombo win,kweniyobtsilombowin,,false,(10·2)+1,,
22,numerals-bang1348-2-twentytwo-1,numerals-bang1348-2,Chan2019,twentytwo,22,kweni yob tʃilombo yob,kweniyobtsilomboyob,,false,(10·2)+2,,
23,numerals-bang1348-2-twentythree-1,numerals-bang1348-2,Chan2019,twentythree,23,kweni yob tʃilombo taar,kweniyobtsilombotaar,,false,(10·2)+3,,
24,numerals-bang1348-2-twentyfour-1,numerals-bang1348-2,Chan2019,twentyfour,24,kweni yob tʃilombo naar,kweniyobtsilombonaar,,false,(10·2)+4,,
25,numerals-bang1348-2-twentyfive-1,numerals-bang1348-2,Chan2019,twentyfive,25,kweni yob tʃilombo nuŋ,kweniyobtsilombonung,,false,(10·2)+5,,
26,numerals-bang1348-2-twentysix-1,numerals-bang1348-2,Chan2019,twentysix,26,kweni yob tʃilombo nukɡun,kweniyobtsilombonukgun,,false,(10·2)+6,,
27,numerals-bang1348-2-twentyseven-1,numerals-bang1348-2,Chan2019,twentyseven,27,kweni yob tʃilombo niber,kweniyobtsilomboniber,,false,(10·2)+7,,
28,numerals-bang1348-2-twentyeight-1,numerals-bang1348-2,Chan2019,twentyeight,28,kweni yob tʃilombo naarub,kweniyobtsilombonaarub,,false,(10·2)+8,,
29,numerals-bang1348-2-twentynine-1,numerals-bang1348-2,Chan2019,twentynine,29,kweni yob tʃilombo teer,kweniyobtsilomboteer,,false,(10·2)+9,,
30,numerals-bang1348-2-thirty-1,numerals-bang1348-2,Chan2019,thirty,30,kweni taar,kwenitaar,,false,10·3,,
31,numerals-bang1348-2-forty-1,numerals-bang1348-2,Chan2019,forty,40,kweni naar,kweninaar,,false,10·4,,
32,numerals-bang1348-2-fifty-1,numerals-bang1348-2,Chan2019,fifty,50,kweni nuŋ,kweninung,,false,10·5,,
33,numerals-bang1348-2-sixty-1,numerals-bang1348-2,Chan2019,sixty,60,kweni nukɡun,kweninukgun,,false,10·6,,
34,numerals-bang1348-2-seventy-1,numerals-bang1348-2,Chan2019,seventy,70,kweni niber,kweniniber,,false,10·7,,
35,numerals-bang1348-2-eighty-1,numerals-bang1348-2,Chan2019,eighty,80,kweni naarub,kweninaarub,,false,10·8,,
36,numerals-bang1348-2-ninety-1,numerals-bang1348-2,Chan2019,ninety,90,kweni teer,kweniteer,,false,10·9,,
37,numerals-bang1348-2-hundred-1,numerals-bang1348-2,Chan2019,hundred,100,kweni kwab win,kwenikwabwin,,false,10·10·1,,
38,numerals-bang1348-2-twohundred-1,numerals-bang1348-2,Chan2019,twohundred,200,kwani kwab yo,kwanikwabyo,,false,10·10·2,,
39,numerals-bang1348-2-thousand-1,numerals-bang1348-2,Chan2019,thousand,1000,bikate win,bikatewin,,false,1000·1,,
