"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss"
"1","numerals-hema1238-1-one-1","numerals-hema1238-1","Chan2019","one",1,"emu","emu","","false",NA,NA,NA
"2","numerals-hema1238-1-two-1","numerals-hema1238-1","Chan2019","two",2,"ibiri","ibiri","","false",NA,NA,NA
"3","numerals-hema1238-1-three-1","numerals-hema1238-1","Chan2019","three",3,"isatu","isatu","","false",NA,NA,NA
"4","numerals-hema1238-1-four-1","numerals-hema1238-1","Chan2019","four",4,"ina","ina","","false",NA,NA,NA
"5","numerals-hema1238-1-five-1","numerals-hema1238-1","Chan2019","five",5,"itanu","itanu","","false",NA,NA,NA
"6","numerals-hema1238-1-six-1","numerals-hema1238-1","Chan2019","six",6,"mukaɡa","mukaga","","false",NA,NA,NA
"7","numerals-hema1238-1-seven-1","numerals-hema1238-1","Chan2019","seven",7,"musanzu","musanzu","","false",NA,NA,NA
"8","numerals-hema1238-1-eight-1","numerals-hema1238-1","Chan2019","eight",8,"munana","munana","","false",NA,NA,NA
"9","numerals-hema1238-1-nine-1","numerals-hema1238-1","Chan2019","nine",9,"mwenda","mwenda","","false",NA,NA,NA
"10","numerals-hema1238-1-ten-1","numerals-hema1238-1","Chan2019","ten",10,"ikumi","ikumi","","false",NA,NA,NA
"11","numerals-hema1238-1-eleven-1","numerals-hema1238-1","Chan2019","eleven",11,"ikumi nemu","ikuminemu","","false",NA,NA,NA
"12","numerals-hema1238-1-twelve-1","numerals-hema1238-1","Chan2019","twelve",12,"ikumi nibiri","ikuminibiri","","false",NA,NA,NA
"13","numerals-hema1238-1-thirteen-1","numerals-hema1238-1","Chan2019","thirteen",13,"ikumi nisatu","ikuminisatu","","false",NA,NA,NA
"14","numerals-hema1238-1-fourteen-1","numerals-hema1238-1","Chan2019","fourteen",14,"ikumi neina","ikumineina","","false",NA,NA,NA
"15","numerals-hema1238-1-fifteen-1","numerals-hema1238-1","Chan2019","fifteen",15,"ikumi neitanu","ikumineitanu","","false",NA,NA,NA
"16","numerals-hema1238-1-sixteen-1","numerals-hema1238-1","Chan2019","sixteen",16,"ikumi na mukaɡa","ikuminamukaga","","false",NA,NA,NA
"17","numerals-hema1238-1-seventeen-1","numerals-hema1238-1","Chan2019","seventeen",17,"ikumi na musanzu","ikuminamusanzu","","false",NA,NA,NA
"18","numerals-hema1238-1-eighteen-1","numerals-hema1238-1","Chan2019","eighteen",18,"ikumi na munana","ikuminamunana","","false",NA,NA,NA
"19","numerals-hema1238-1-nineteen-1","numerals-hema1238-1","Chan2019","nineteen",19,"ikumi na wenda","ikuminawenda","","false",NA,NA,NA
"20","numerals-hema1238-1-twenty-1","numerals-hema1238-1","Chan2019","twenty",20,"abiri","abiri","","false",NA,NA,NA
"21","numerals-hema1238-1-twentyone-1","numerals-hema1238-1","Chan2019","twentyone",21,"abiri nemu","abirinemu","","false",NA,NA,NA
"22","numerals-hema1238-1-twentytwo-1","numerals-hema1238-1","Chan2019","twentytwo",22,"abiri ne ibiri","abirineibiri","","false",NA,NA,NA
"23","numerals-hema1238-1-twentythree-1","numerals-hema1238-1","Chan2019","twentythree",23,"abiri ne isatu","abirineisatu","","false",NA,NA,NA
"24","numerals-hema1238-1-twentyfour-1","numerals-hema1238-1","Chan2019","twentyfour",24,"abiri ne ina","abirineina","","false",NA,NA,NA
"25","numerals-hema1238-1-twentyfive-1","numerals-hema1238-1","Chan2019","twentyfive",25,"abiri ne itanu","abirineitanu","","false",NA,NA,NA
"26","numerals-hema1238-1-twentysix-1","numerals-hema1238-1","Chan2019","twentysix",26,"abiri na mukaɡa","abirinamukaga","","false",NA,NA,NA
"27","numerals-hema1238-1-twentyseven-1","numerals-hema1238-1","Chan2019","twentyseven",27,"abiri na musanzu","abirinamusanzu","","false",NA,NA,NA
"28","numerals-hema1238-1-twentyeight-1","numerals-hema1238-1","Chan2019","twentyeight",28,"abiri na munana","abirinamunana","","false",NA,NA,NA
"29","numerals-hema1238-1-twentynine-1","numerals-hema1238-1","Chan2019","twentynine",29,"abiri na mwenda","abirinamwenda","","false",NA,NA,NA
"30","numerals-hema1238-1-thirty-1","numerals-hema1238-1","Chan2019","thirty",30,"asatu","asatu","","false",NA,NA,NA
"31","numerals-hema1238-1-forty-1","numerals-hema1238-1","Chan2019","forty",40,"ana","ana","","false",NA,NA,NA
"32","numerals-hema1238-1-fifty-1","numerals-hema1238-1","Chan2019","fifty",50,"atanu","atanu","","false",NA,NA,NA
"33","numerals-hema1238-1-sixty-1","numerals-hema1238-1","Chan2019","sixty",60,"nkaɡa","nkaga","","false",NA,NA,NA
"34","numerals-hema1238-1-seventy-1","numerals-hema1238-1","Chan2019","seventy",70,"n̩sanzu","nsanzu","","false",NA,NA,NA
"35","numerals-hema1238-1-eighty-1","numerals-hema1238-1","Chan2019","eighty",80,"kinana","kinana","","false",NA,NA,NA
"36","numerals-hema1238-1-ninety-1","numerals-hema1238-1","Chan2019","ninety",90,"kyenda","kyenda","","false",NA,NA,NA
"37","numerals-hema1238-1-hundred-1","numerals-hema1238-1","Chan2019","hundred",100,"kikumi","kikumi","","false",NA,NA,NA
"38","numerals-hema1238-1-twohundred-1","numerals-hema1238-1","Chan2019","twohundred",200,"ikumi bibiri","ikumibibiri","","false",NA,NA,NA
"39","numerals-hema1238-1-thousand-1","numerals-hema1238-1","Chan2019","thousand",1000,"rukumi","rukumi","","false",NA,NA,NA
"40","numerals-hema1238-1-twothousand-1","numerals-hema1238-1","Chan2019","twothousand",2000,"rukumi bibiri n","rukumibibirin","","false",NA,NA,NA
